Category,Subcategory,ID,Indoor Sowing,Outdoor sowing,Harvest,Explanations,Type,Colour,Fruit Size,Use,Other Attributes,Shape,Fruit Weight,Name,Bloom,Description
en,vegetablescat=1660,12,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: orange; ,,,HUNGARIAN,null,"BLUE
kü35
Variety shows vigorous growth. Climbing habit. Fruit medium in size, grey-blue skin, flesh orange. Good for storage.
Flesh: orange"
en,vegetablescat=1660,13,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: yellow; ,,,JACK,null,"BE LITTLE
kü59
Fist-sized, orange-coloured pumpkin with excellent taste. Best cut into pieces and then fried or baked in the oven.
Flesh: yellow"
en,vegetablescat=1660,14,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: yellow; ,,,JACK,null,"O'LANTERN
kü58
The classic pumpkin for Halloween, to be used as a lantern when hollowed out. Good for soups. Limited suitability for storage.
Flesh: yellow"
en,vegetablescat=1660,15,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,LONGUE,null,"DE NICE
kü48
Climbing habit. Fruit cudgel-shaped, some 50-70 cm long. Can be picked green and eaten as a courgette. Fully ripe fruit taste excellent, too. Versatile usage."
en,vegetablescat=1660,16,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: dark yellow; ,,,MARINA,null,"DI CHIOGGIA
kü29
Comparatively strong climbing habit, fruit keeps well in store. Skin dark blue-green, flesh dark-yellow, excellent taste.
Flesh: dark yellow"
en,vegetablescat=1660,17,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: dark orange; ,,,MINI,null,"MUSK
kü49
Squash variety from Provence, mini muscat type. Compact growth. Good fruit formation. Harvest 125 days after sowing.
Flesh: dark orange"
en,vegetablescat=1660,18,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: dark orange; ,,,DE,null,"PROVENCE
kü45
Dark-green fruit with ridges, which later turns beige-green. Flat cushion-shape; colour of flesh dark-orange. Slow growing, do not harvest before it is fully ripe. Excellent taste. Vigorous growth, climbing habit.
Flesh: dark orange"
en,vegetablescat=1660,19,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: yellow-orange; ,,,NUTTERBUTTER,null,"kü41
Uniform and high-yield butternut squash, but also satisfying in taste. Due to the rather short maturation period, this variety can also ripen in less ideal conditions.
Flesh: yellow-orange"
en,vegetablescat=1660,20,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: white; ,,,BLANC,null,"kü51
Flat, cushion-shaped white summer squash, can only be stored for a limited period. Does not climb.
Flesh: white"
en,vegetablescat=1660,21,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: orange to yellow; ,,,RED,null,"KURI
kü19
Colour of fruit and flesh orange. Excellent cropping Hokkaido variety, with heavy fruit. Like all Hokkaido types very tasty, and the skin is edible, too.
Flesh: orange to yellow"
en,vegetablescat=1660,22,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: orange; ,,,ROTER,null,"ZENTNER
kü31
Large, round cushion-shaped, ridged fruit, skin and flesh orange in colour. Vigorous growth, climbing habit. Stores reasonably well.
Flesh: orange"
en,vegetablescat=1660,23,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: yellow-orange; ,,,SOLOR,null,"DB
kü21
In contrast to Red Kuri, this orange Hokkaido type is not as large. It also flowers a little earlier and has a better shelf life by a few weeks.
Flesh: yellow-orange"
en,vegetablescat=1660,24,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: yellow; ,,,SWEET,null,"DUMPLING, PATIDOU
kü60
Almost ball-shaped, decorative fruit with yellow-green stripes. For consumption when still tender or fully ripened. Keeps reasonably well. Climbing habit.
Flesh: yellow"
en,vegetablescat=1660,25,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,Flesh: yellow; ,,,VEGETABLE,null,"SPAGHETTI
kü55
Longish oval fruit with yellow flesh which, when cooked, disintegrates into spaghetti-like threads. Hence a particular children's favourite. Keeps reasonably well. Climbing habit.
Flesh: yellow"
