Category,Subcategory,ID,Indoor Sowing,Outdoor sowing,Harvest,Explanations,Type,Colour,Fruit Size,Use,Other Attributes,Shape,Fruit Weight,Name,Bloom,Description
en,vegetablescat=1656,11,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.,iceberg lettuce,red,,,,,,DIAVOLETTA,null,"es28
Because of its red colour this iceberg lettuce stands apart from the regular varieties. Solid heads of medium size, attractive dark red cover leaves. Very tolerant of heat, bolts late.
Colour: red
Type: iceberg lettuce"
en,vegetablescat=1656,12,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.,batavia lettuce,green,,,,,,FLOREAL,null,"es32
Medium-sized, green Batavia lettuce for the whole outdoor season. Grows upright and forms a semi-closed firm head with crisp leaves. Very strong against tip burn.
Colour: green
Type: batavia lettuce"
en,vegetablescat=1656,13,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","early summer, spring",green,,,,,,FORELLENSCHLUSS,null,"ls14
Light green lettuce sprinkled with some brown-red. Well-closing heads and fairly strong leaves. Shape similar to St. Blaise.
Colour: green
Type: early summer, spring"
en,vegetablescat=1656,14,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","early summer, spring",green,,,,,,GLOIRE,null,"DE NANTES
 ks15
Lettuce with medium green, medium dense, flat heads. Butterhead type. Bolt resistant. For harvesting in spring and early summer.
Colour: green
Type: early summer, spring"
en,vegetablescat=1656,15,0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",early summer to autumn,red,,,,,,GRASSE,null,"DE MORGES
  ls12
Robust variety with fine, tender leaves, with a tinge of red at the edges. Vigorous growth, forms large heads. Ready for harvest ca. 10 days after St. Blaise.
Colour: red
Type: early summer to autumn"
en,vegetablescat=1656,16,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,butterhead,green,,,,,,GREEN,null,"EARLY LETTUCE
ps12
Smooth-leaved variety for sowing in spring and late summer. For first, early outdoor harvests in spring.
Colour: green
Type: butterhead"
en,vegetablescat=1656,17,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,null,null,butterhead,green,,,,,,GREEN,null,"WINTER LETTUCE
ps16
Variety with smooth leaves, which usually permits one more cut in autumn. The main harvesting period, however, is from April to May. If sown too close together, rot and frost-damage may result.
Colour: green
Type: butterhead"
en,vegetablescat=1656,18,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.,green oakleaf,green,,,,,,HARDY,null,"ps51
Bolt-proof, compact variety. Suitable for the entire outdoor season. Tolerant to lettuce mosaic virus, resistant to aphids.
Colour: green
Type: green oakleaf"
en,vegetablescat=1656,19,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.","early summer, summer",green,,,,,,KAGRANER,null,"SOMMER 2
ks39
Medium green, robust variety. Strong bolt-resistance.
Colour: green
Type: early summer, summer"
en,vegetablescat=1656,20,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"early summer, summer",green,,,,,,KERMIT,null,"ks25
Robust early summer and summer variety with medium and rather loose heads. Strikingly shiny and bright green outer leaves. The heart is light green.
Colour: green
Type: early summer, summer"
en,vegetablescat=1656,21,1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",spring,green,,,,,,KING,null,"OF MAY
  ks16
Classic butterhead variety with light green leaves, red-tinged along the edges. Reliable variety for spring cultivation.
Colour: green
Type: spring"
en,vegetablescat=1656,22,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Bioverita: This variety is an organic, newly bred, variety. It has been cultivated from the very outset in organic conditions, to best adapt to organic cultivation. Varieties that carry the Bioverita label are reproducible and fertile, and aim to offer an alternative to hybrid-seeds to professional gardeners.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.","spring, summer",green,,,,,,KOLIBRI,null,"ks92
Small plants with a sturdy head. Leaf structure and taste reminiscent of Batavia. Green leaves with red specks. The plants can be planted closer together than normal. For the entire outdoor growing season.
Colour: green
Type: spring, summer"
en,vegetablescat=1656,23,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",batavia lettuce,red,,,,,,LAIBACHER,null,"EIS 2
  es21
Early to medium red-tinged Batavia lettuce for spring to autumn harvest (except midsummer). Well formed heads, bolts late. Not resistant to mildew but one of the best varieties on the field.
Colour: red
Type: batavia lettuce"
en,vegetablescat=1656,24,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,null,"Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",batavia leaf lettuce,red,,,,,,LATTUGHINO,null,"ROSSO
ps21
Robust Batavia lettuce, leaves red and slightly wavy, and keep well when cut. Suitable for cultivation all year long, and particularly for overwintering in an unheated greenhouse or outdoors.
Colour: red
Type: batavia leaf lettuce"
en,vegetablescat=1656,25,0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"ProSpecieRara: This variety has been awarded by ProSpecieRara as a rare or old variety. ProSpecieRara is a foundation dedicated to preserving the diversity of rare plant varieties. In long-term cooperation with ProSpecieRara, Sativa is active in the important preservation and cultivation of these traditional varieties.
Pelleted seeds (pills). The seeds are coated with mineral fillers. The aim is to standardise size and shape to facilitate (technical) sowing. The biocompatible pills are sold per piece.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",green 'finger' lettuce,green,,,,,,LATTUGHINO,null,"VERDE
  ps35
Green loseleaf lettuce which does form heads, leaves strongly serrated ('finger lettuce'). Very tasty, bolts late.
Colour: green
Type: green 'finger' lettuce"
