Category,Subcategory,ID,Indoor Sowing,Outdoor sowing,Harvest,Explanations,Type,Colour,Fruit Size,Use,Other Attributes,Shape,Fruit Weight,Name,Bloom,Description
en,medicinal-plants,16,0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,"flowers, leaves, stems",pollinators: Yes; ,,,MILK,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"THISTLE
 hp68
This biennial purple thistle with a very attractive leaf rosette grows 1 to 1.5 m high. The colorful petals can be used to add color to salads. Milk thistle seeds are used in naturopathy for numerous liver problems.
Use: flowers, leaves, stems
Positive for pollinators: Yes"
en,medicinal-plants,17,0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,Herbal tea,pollinators: Yes; ,,,MOTHERWORT,null,"hp50
Up to 1.2 m tall member of the labiate family which can be used in naturopathy for heart problems. Goes well as a herb with quark or cream cheese. Excellent and long-flowering bee pasture. Does not like waterlogged soils.
Use: Herbal tea
Positive for pollinators: Yes"
en,medicinal-plants,18,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.,,,,Blossoms and herb dried as tea or bath additive,,,,MOUNTAIN,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,"YARROW
hp02
Subspecies of yarrow, which originally occurs in dry locations in southern Europe and is mainly a pharmaceutical plant. Pre-cultivate individual plants or small clumps. Spreads via runners.
Use: Blossoms and herb dried as tea or bath additive"
en,medicinal-plants,19,null,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.,,,,,,,,RED,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,"CHICKWEED
hp10
This dainty wild plant is used in homeopathy. Red flowers which close when thunderstorms approach."
en,medicinal-plants,20,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.,,,,,,,,RIBWORT,null,"PLANTAIN
hp62
Low-growing, well-known medicinal plant from Europe. Deep roots."
en,medicinal-plants,21,null,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.,,,,Herbal tea,,,,ST,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,". BENEDICT`S THISTLE
hp34
Annual plant from the Mediterranean that grows up to 60 cm high. The medicinal plant, which is rich in bitter substances, can support digestion and strengthen nerves. Sow directly in spring, do not transplant. Cultivation in Quickpots without pricking out is possible.
Use: Herbal tea"
en,medicinal-plants,22,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,ST,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,". JOHN'S WORT
 kr19
Important perennial medicinal plant, will grow to approx. 80 cm in height. Flowers from 2nd year onwards. Loves full sun. Owing to fungal infection risk (fusarium), maintain long term crop rotation. Cultivation and transplanting in small clumps is recommended.
Positive for pollinators: Yes"
en,medicinal-plants,23,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,null,,,,,,,,STINGING,null,"NETTLE
kr13
Tender leaves are used as tangy spinach like crop. Large leaves (prior to flowering) for use in tea. Important medicinal plant and for biodynamic preparations. Slow to germinate. Transplant in small bunches."
en,medicinal-plants,24,0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.,,,,Herbal tea,,,,SWEET,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0,"WORMWOOD
hp20
The annual less well-known medicinal plant grows up to 2.5 m high and exudes a wonderfully aromatic scent. Tea made from the fine leaves supports the immune system. Modern medicine uses the artemisinin compound in the treatment of malaria.
Use: Herbal tea"
en,medicinal-plants,25,null,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,TOOTHPICK,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"-PLANT
 hp06
Geometric floral beauty, long-lasting as a cut flower in a vase. Warmth-loving, start growing under glass from March onwards.
Positive for pollinators: Yes"
Category,Subcategory,26,null,null,null,null,,,,,,,,,null,
en,medicinal-plantsp=2,27,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,VALERIAN,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0,"kr02
Flowers from the 2nd year onwards. Will grow to 1.5 metres in height. Prefers semi-shady location. Root parts can be used for medicinal purposes, the flowers are used in biodynamic preparations. Scent of the plant has a magical effect on cats.
Positive for pollinators: Yes"
en,medicinal-plantsp=2,28,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"Hortus officinarium: The non-profit association Hortus officinarum has been committed to the maintenance and breeding of medicinal plants using bio-dynamic methods. The aim of Hortus officinarum is to provide high-quality varieties of medicinal plant species from top sources – pure lines and with strong vitality.
Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,VERBASCUM,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,"DENSIFLORUM
 hp77
Stately, biennial plant with large, lemon-yellow single flowers. Traditionally used as a medicinal plant and for dyeing. The plant, which can be up to 2 m high, sets seed easily and thus quickly establishes itself in suitable locations.
Positive for pollinators: Yes"
