Category,Subcategory,ID,Indoor Sowing,Outdoor sowing,Harvest,Explanations,Type,Colour,Fruit Size,Use,Other Attributes,Shape,Fruit Weight,Name,Bloom,Description
en,herbs,20,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,FENNEL,null,"(TEA)
 kr17
Important perennial tea- and medicinal plant. It is the ripe seeds which are used, ripening from the 2nd year onwards. Grows to a height of approx. 1.5 metres. Start off in pots and transplant, or sow directly.
Positive for pollinators: Yes"
en,herbs,21,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,GARLIC,null,"CHIVES
kr52
Garlic Chives do best in sun or semi-shade, with sufficient moisture. Looks and usage similar to chives, but the taste is closer to garlic, though somewhat milder."
en,herbs,22,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,GREEK,null,"BASIL
kr07
Small leaves, compact growth habit. Spice plant, requires heat. Lots of rain and temperatures below 8°C will lead to leaf discolouration. Transplant in small bunches. Particularly suited to pots and window boxes."
en,herbs,23,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,HYSSOP,null,"kr70
Perennial, culinary herb and salad plant, great for bees. With its dark-blue flowers it is very decorative, too. Sow in seed trays and transplant, or can be sown directly where it is to grow.
Positive for pollinators: Yes"
en,herbs,24,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,KOREAN,null,"MINT
 kr60
Belongs to the Agastache family. Little known plant grown for tea and fragrance. Blue flowering stems also very attractive for any garden. Aroma reminiscent of mint and anise.
Positive for pollinators: Yes"
en,herbs,25,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,LEAF,null,"CELERY
kr54
Biennial culinary herb. Aromatic leaves come up in the first year, aromatic seeds in the second. Transplant in small bunches."
Category,Subcategory,26,null,null,null,null,,,,,,,,,null,
en,herbsp=2,27,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.
Conservation Breeding: For this variety Sativa practices conservation breeding in Rheinau. To ensure high-quality varieties, they must be maintained. They are regularly replicated and selected by their positive characteristics. In doing so the varieties are continually improved and adapted to growing conditions.",,,,,pollinators: Yes; ,,,LEBANESE,null,"OREGANO 'BABILYE'
 kr40
Variety of oregano discovered in Lebanon. Use as the main ingredient of Za'atar or as an aromatic herb. High in essential oils, especially thymol and tastes slightly sharper than thyme. Not frost hardy, needs protection in winter.
Positive for pollinators: Yes"
en,herbsp=2,28,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,LEMON,null,"BALM
 kr71
Perennial plant for tea and medicinal use. Pleasant fresh aroma helps deter flies. Sowing in seed trays and transplanting in small bunches is recommended.
Positive for pollinators: Yes"
en,herbsp=2,29,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,LEMON,null,"BASIL
kr05
Basil with delicious lemony taste. Lots of rain and temperatures below 8°C will lead to leaf discolouration. Transplant in small bunches. Can be used as a culinary herb, or to make herbal tea. Fairly vigorous."
en,herbsp=2,30,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,LEMON,null,"BEEBALM
 kr76
This pink-coloured bee balm can grow to 80 cm tall. Its long flowering period and edible, lemon-flavoured leaves make it a highly attractive garden plant. Prefers sun or partial shade. Leaves and flowers can be used for a refreshing tea.
Positive for pollinators: Yes"
en,herbsp=2,31,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,LOVAGE,null,"kr27
Well-known culinary herb, decorative perennial for every kitchen garden. Reuquires sufficient fertilisation."
en,herbsp=2,32,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Bee-friendly: This plant has a good nectar or pollen supply, which is especially good for honey and wild bees, as well as other pollinating insects. There are 500 different kinds of wild bees alone. Some crops are best approached by specialists, others by generalists.",,,,,pollinators: Yes; ,,,MARJORAM,null,"kr33
Annual culinary herb, requires heat. Sow into seed trays, later transplant in small bunches. Good plant for bees.
Positive for pollinators: Yes"
en,herbsp=2,33,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,OREGANO,null,", GREEK
kr34
Frost-hardy culinary herb with excellent aroma. Sow into seed trays, later transplant in small bunches. Requires light for germination. Was introduced from Samothrake (Greece) in 1978 by Ilmar Randuja."
en,herbsp=2,34,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,null,,,,,,,,PARSLEY,null,"'GIGANTE D'ITALIA'
kr37
Highly aromatic parsley with large, smooth, dark-green leaves. Prolific and strong growing, up to 50 cm in height. Resistant to leaf diseases."
en,herbsp=2,35,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Seed disk (portion content: 5 seed discs of ø10cm): This item is available in a special form for simple gardening. Here the seeds are fixed at appropriate distances between two thin pieces of carrier paper. To sow, this is then buried directly in the ground. The annoying job of separating or pricking out seedlings is no longer necessary. Whatever the variety, there are models for balcony planters, pots, or a row seeder.",,,,,disk: Yes; ,,,PARSLEY,null,"'MOOSKRAUSE'
kr35
Much-liked, biennial culinary herb, with curly leaves. Sow in succession. With protected growing it is possible to harvest fresh practically all year round. Sow directly, or start in seed trays.
also available as seed disk: Yes"
en,herbsp=2,36,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,"Seed disk (portion content: 5 seed discs of ø10cm): This item is available in a special form for simple gardening. Here the seeds are fixed at appropriate distances between two thin pieces of carrier paper. To sow, this is then buried directly in the ground. The annoying job of separating or pricking out seedlings is no longer necessary. Whatever the variety, there are models for balcony planters, pots, or a row seeder.",,,,,disk: Yes; ,,,PARSLEY,null,"PLAIN
kr36
Biennial culinary herb with smooth, dark green leaves. Sow in succesion. With protected growing it is possible to harvest fresh practically all year round. Sow directly where it is to grow, or start in seed trays.
also available as seed disk: Yes"
en,herbsp=2,37,1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,null,Precision seeds: The seeds are calibrated and have an increased germination capacity. The seeds are sold per piece.,,,,,,,,NEW,null,"PARSLEY PLAIN 'FELICIA'
kr38
Dark green parsley with fine, smooth leaves. More aromatic than curly-leaved varieties. Even development and good regrowth. Good resistance against downy mildew. Suitable for growing in pots, selling fresh and processing."
